id,positive,negative
349356653839253000,0,0
424001625208791000,0,0
410932325074366000,1,0
529112628468416000,0,0
303273253013696000,0,0
442730073498857000,0,0
300946232107474000,1,0
305417703940841000,1,0
295591594697052000,0,0
344545128897191000,0,0
509361571286765000,0,0
459559382888742000,2,0
473290103633096000,1,0
539830454854385000,0,0
378619037967601000,0,0
523852887491756000,0,0
430115607774642000,1,0
391658197758787000,0,0
496165040920473000,0,0
294976731075444000,0,0
447361021284347000,1,0
434780370039738000,0,0
412019421759033000,0,0
499262379407204000,2,0
356458067979812000,0,0
520598522673262000,0,0
340470542924656000,0,0
322325794825306000,2,0
350275387059744000,1,0
346815287598915000,1,0
464684293835730000,0,0
494089636298637000,0,0
509648151377371000,1,0
424299089623134000,0,0
344806924530896000,0,0
345919300210667000,0,0
346707200191893000,0,0
344604641713065000,1,0
415233222914895000,0,0
466759358450507000,0,0
550049021289857000,0,0
368591036035375000,0,1
432727723832668000,1,1
357669277907697000,1,0
481470611546705000,0,0
304684246101012000,0,0
535788656070389000,0,0
438142314536779000,0,0
515918656589807000,2,0
333282894036480000,1,0
468201947619921000,0,0
423807974402818000,0,0
370206380000821000,0,0
353013923500400000,0,0
433102380050444000,1,0
526103848612806000,0,0
526102179284021000,0,1
336302835123757000,0,0
404780832977481000,0,0
442000801414643000,0,1
536705291707224000,0,0
527585582843973000,0,1
391605060188139000,0,0
334474604972212000,0,0
348837193567051000,1,0
328663191133495000,0,0
352936358404300000,0,0
535098915209486000,0,0
549126899251675000,1,0
374191580866809000,1,0
491701919669170000,0,0
478714781637943000,0,0
353163186108768000,0,0
414077075746603000,0,0
441858375325073000,0,1
358741333650833000,0,0
347015028483977000,0,0
354626314801643000,1,1
342370755482353000,0,1
374285520849088000,0,0
356107314891210000,0,0
375223589517393000,0,0
514946421095546000,1,0
412729592588541000,0,0
405420380552048000,0,1
435222885901553000,0,0
381381167498674000,1,0
374262695455096000,1,0
310554669443346000,2,0
524272414054944000,0,0
346990999341510000,1,0
347079562078859000,1,0
485465098819870000,1,0
537403307619532000,0,0
339018063691272000,0,0
380392268177215000,0,0
297610636395941000,1,0
472516338460540000,1,0
398516937611018000,0,0
503042193603698000,2,0
529327347372392000,0,0
519874594350841000,1,0
471889030229917000,1,0
441609011503169000,1,0
509646276171137000,1,0
302904963892383000,0,0
365827916489179000,1,0
414077893783085000,1,1
446421962592907000,1,0
338725120946356000,1,1
400458032254971000,0,0
366637811618689000,0,0
518784532443451000,0,0
541688791715831000,1,0
349505992171601000,0,0
396071914222788000,0,0
514551770765598000,1,0
411328485265657000,0,1
414073623964446000,1,0
347065670783094000,0,0
355349676905607000,0,0
372429272910020000,0,0
418803196652711000,0,0
440242175943528000,1,0
540533252440588000,0,0
419517222235963000,0,0
415258841790431000,3,0
529217322289213000,0,0
526147695786745000,0,0
413846393368109000,1,0
332210712711684000,1,0
425761110634291000,0,0
288083425729056000,0,0
332479051618992000,0,0
489784988699594000,0,0
489086045695508000,1,0
495953668840361000,0,1
301911836528369000,1,0
319239391337926000,1,0
414068473094889000,0,0
432327197043740000,0,2
329925903377391000,1,0
321351151972921000,0,0
506058900597403000,1,0
411659927715733000,0,0
307549018706280000,0,0
390155475401986000,0,0
345172219007205000,0,0
371321054020378000,0,0
345909728766992000,1,0
430708678304755000,0,2
416571256364744000,0,0
452964414439043000,0,0
468167377998196000,2,0
455045409992232000,0,1
402891160500191000,0,1
420743905382891000,0,0
508369504943235000,1,0
398973324308385000,0,0
383958802006933000,0,0
329567881736093000,0,0
291033766552551000,0,0
479640015824490000,0,0
346952193896755000,1,0
509393905243398000,1,0
376869627504386000,0,0
464488725833981000,1,0
334843917671477000,0,0
374565209731387000,0,1
372748937545129000,1,0
319887314769809000,1,0
528754984452886000,0,0
416976745141526000,0,0
481461429997150000,0,0
495936166302986000,0,0
435874722593529000,0,0
352552965447487000,1,1
290249033119825000,0,0
287426438515269000,1,1
473858595470069000,1,1
549015259458306000,1,0
309019076041252000,0,0
332197194331467000,0,1
465877686598897000,1,0
492424820609777000,2,0
402266792308899000,0,1
402425286903726000,0,0
509577523391250000,1,0
534477810107052000,1,0
362258651936849000,0,1
501739967358726000,0,0
526532389024301000,0,0
523872504151281000,0,0
400392697556795000,0,0
360376550438354000,0,0
486592091464540000,0,1
485064702217564000,0,0
328287171960242000,0,0
380907630484410000,0,0
319537417658986000,0,0
345699812299137000,0,0
420318955161780000,0,0
535897221376790000,0,0
368896788092055000,0,1
325041426268291000,2,1
344554285004124000,0,1
348756704961380000,0,1
347002399707242000,0,0
354784289050738000,0,0
368804496744271000,0,0
418422894637879000,0,0
471289764847833000,2,0
546811794321588000,0,0
524676761658077000,0,0
418276005988421000,0,0
532671868466368000,0,0
293405372587327000,0,0
538066851017027000,0,1
333187318401875000,0,1
377536840565141000,0,0
452507738463940000,0,0
465696177929728000,1,2
461666668108709000,0,0
399028760231428000,1,1
323500304798724000,1,0
347032409797165000,1,0
394657481822986000,0,0
356172066564751000,0,0
466068296568434000,0,0
431783774737559000,1,1
473224790166491000,0,1
389734014988587000,0,0
416943907788697000,0,0
332011332314492000,0,0
318007494700068000,1,2
327477704830099000,0,0
346835831236984000,1,0
289469420852621000,1,0
515306137215049000,1,0
495241715394297000,0,0
344264051624394000,0,0
485758888977788000,0,0
331132508114649000,0,0
479149118711812000,1,0
541622278686265000,0,0
437562498237997000,0,0
397373218371411000,0,1
418850541691621000,0,0
515986889782747000,0,0
437194129190031000,0,0
548180819550814000,0,0
537796079224627000,0,0
356972385951416000,1,0
504614428693004000,0,0
325333500909744000,0,0
485944855718137000,0,0
547826908180664000,2,0
332948771593916000,1,0
413853750181117000,0,0
529070064642048000,0,0
508316430132326000,0,0
344645360255369000,0,0
466451593303703000,1,0
488670800984428000,0,0
386925785678094000,1,0
398854545591525000,0,0
322813760479834000,0,0
496013836387098000,1,1
412388713222914000,0,0
399030450775425000,0,0
355022009282998000,0,0
437043939481092000,0,1
468582551045431000,1,0
548661847290044000,0,0
437231865238282000,1,0
466059643874467000,0,0
502890137484034000,2,0
338314347652730000,0,0
464380315734409000,0,0
393050065360527000,1,0
380353160369303000,0,0
346995575335567000,0,0
463369756809379000,0,0
409525710814851000,0,0
542508538929487000,1,1
416204955368689000,0,0
365479436797222000,0,0
509650927838457000,1,0
523963965072625000,0,0
365593756734455000,0,0
531372083138555000,0,0
302227151573377000,0,0
402872907115687000,0,0
480782582141829000,0,0
346827174139006000,0,0
416584816629657000,1,0
463005896977563000,0,1
437558177715216000,1,0
293909267935813000,1,2
322339304967909000,1,0
505934707536953000,0,0
420352257918779000,0,0
379736673028169000,0,0
342415370231107000,0,0
482272105178738000,0,0
547220575308247000,0,1
346057733419704000,0,0
471834869216329000,1,0
393807350802690000,0,0
458690293399683000,0,0
501215469266038000,0,0
364055701523398000,0,0
472371559660003000,0,0
312410674095603000,0,0
374687763041230000,0,1
517125274031620000,0,0
543569698030247000,1,1
330523226570645000,0,0
544945060664856000,1,0
290126899219427000,0,0
419141710636007000,1,0
376431033186410000,0,0
343775755249012000,0,0
400291430524268000,0,0
345963986262581000,0,2
356743733347229000,0,0
418895710235262000,0,0
413471812593668000,1,1
347000642168033000,0,0
322570461500305000,0,0
376350057786015000,0,0
346987270533947000,1,1
303657157646237000,0,0
509648071475855000,1,0
372736560023605000,0,0
336244202868449000,0,0
422232547565645000,2,0
325285111497097000,0,0
468043507698245000,1,0
474754184437174000,1,0
525420541990420000,1,0
380798511605768000,1,1
380469069914189000,0,0
331408728060473000,0,0
488725062884024000,0,0
502938103515217000,2,0
291595090152001000,0,0
500774933447073000,0,0
334420884276269000,0,0
334638165841301000,1,0
335872792958484000,0,0
305151512689135000,0,0
317632071189282000,0,0
409753645979160000,1,0
360077257450065000,2,1
316742702609883000,0,0
458820321139642000,1,0
413757054512156000,0,0
299686959582961000,1,0
406137778221891000,2,0
325072086752169000,1,0
472201111315943000,0,0
526156143161511000,0,0
294602582024941000,0,0
459302314012971000,1,1
332251477194199000,0,0
526014560265048000,2,0
499286370461184000,0,0
346816512339869000,0,0
414743676401639000,0,0
425807030134120000,1,0
473949897255698000,2,1
339840071962345000,2,0
548920807829688000,1,0
380939742138753000,0,0
489483531555328000,0,0
473531322485313000,1,0
498295092927414000,1,0
349954950433996000,0,0
348651838914035000,1,1
466757932571721000,1,0
419135347629371000,1,0
462050631687995000,0,0
313335031844184000,0,1
541728713063563000,0,0
414081467191685000,2,0
492424203950235000,0,0
420742592423137000,0,0
532550351128637000,1,0
454630584900268000,0,0
418941717794934000,0,1
543403838632628000,0,0
324698311577718000,0,0
502886760985427000,2,0
419141597163315000,1,0
427795474041421000,0,1
533476516324048000,1,0
462231968197775000,0,0
419541020796141000,0,0
365462429011943000,1,0
506275939203174000,0,0
420380166758879000,0,0
547454638455549000,0,0
328951742714744000,0,0
444895735449128000,0,0
530672980817637000,0,0
304355953917173000,0,0
338366302429257000,0,0
326886806928887000,1,0
539828198683324000,0,0
347053465350049000,1,0
507753265245990000,0,0
395150035916050000,0,0
458301380977909000,1,1
431154088202735000,0,0
509361336208609000,0,0
347065008108224000,0,0
328302141129256000,0,0
360246589597556000,0,0
469200053476024000,0,0
530308801757720000,0,0
419141773345058000,1,0
482596886839558000,0,0
301790784418615000,0,0
435189620762886000,0,0
333962530642882000,1,0
534889351029993000,0,0
330522316415057000,1,0
420876902283231000,0,0
329667949512249000,0,0
495932869445836000,0,0
529979842779815000,0,0
415465788951121000,0,0
418806069863800000,0,0
346812372486332000,0,0
480678894547513000,0,0
338789583053541000,0,0
398475196060823000,1,0
524990172656828000,1,0
437583864014581000,0,0
463010325999001000,0,0
426468790604292000,0,0
450074324830273000,0,0
507517159724302000,1,0
461523994752344000,0,1
380838923628322000,0,0
544245211552317000,1,0
517133809436098000,0,0
332513599945854000,1,0
383464415183380000,1,1
419924074178306000,0,1
506450183224184000,0,0
357648734475132000,0,0
372128537009860000,0,0
437584488579608000,0,0
429036882983264000,0,0
515000523297415000,1,0
466964606708383000,1,0
466767344313057000,0,1
350352369076289000,1,0
407035153827913000,0,0
297421230045270000,0,0
354750508130500000,0,0
481915710818357000,1,1
347032158336065000,0,1
344213472634077000,2,0
438139353278066000,0,0
346406573628866000,0,0
360753345595580000,0,0
344278115427708000,0,0
360384506890428000,0,0
370816533481943000,0,0
419141097936273000,1,0
413843025282879000,0,0
450369381663387000,0,0
546669934533943000,0,0
526932995601465000,1,0
303553277163880000,1,0
434813136047460000,0,0
405162984378363000,1,0
415512085657706000,0,0
346818907014836000,0,0
343148643819339000,0,0
535025561240735000,0,0
418455325100896000,0,0
540938447511629000,0,0
376909028556697000,0,0
520613445998088000,0,0
365473824889782000,1,0
526147964335824000,0,0
485829856530530000,0,0
542358085193707000,1,0
325340585097584000,0,0
526165030773866000,0,0
349527613972283000,0,0
472759209751093000,0,0
344563948768600000,0,0
449543074490757000,0,0
401340891274952000,0,0
395055617888370000,0,1
357190892328718000,1,0
405843270972239000,0,0
353177304198950000,0,0
508058073722675000,2,0
393549921242333000,0,0
331169824589885000,0,1
495358279007354000,0,0
527850872676433000,0,0
546663622299385000,0,0
467031543542595000,1,0
482944170877669000,0,0
354412900070334000,0,0
437351889269559000,1,0
337740751234551000,0,0
359682175009947000,0,2
347726445314977000,1,0
313637738706526000,0,0
522428958969585000,0,0
399275142020202000,0,0
330027371858100000,0,0
347172755386531000,0,0
358960452497195000,0,0
380469099484045000,2,1
429021624256315000,0,0
439117880085729000,0,0
303902587126689000,0,0
429990067910610000,0,0
330157671942586000,1,0
456843264558399000,0,0
379802372848885000,1,0
415687097085722000,1,0
363080173320933000,0,1
344593980077510000,0,0
343731341604552000,0,0
406394624849084000,0,0
424059905075847000,1,0
411013824796311000,1,1
409836198405091000,0,0
389087420840677000,1,0
347010578415484000,1,0
502979925155270000,2,0
338309520134647000,1,0
538519974172561000,0,0
485423713655877000,1,1
465936884884320000,0,0
468808959550582000,1,0
403291146203303000,0,0
325778810085724000,1,0
421160143686868000,0,0
398971977769041000,0,0
344594869047660000,0,0
418109119120551000,0,0
497364980727943000,1,0
462292504675495000,1,0
406220087637860000,0,0
421387504407699000,0,0
450103110355402000,0,0
414073623947653000,1,0
359193236427911000,0,1
358292597556936000,0,0
506131097294761000,1,0
394189699327070000,0,0
389196204363378000,0,0
489207311333076000,0,0
402149246981267000,0,1
538882504552247000,1,0
526155409342464000,0,0
437572791051616000,1,0
353735448608243000,0,0
394612124686618000,0,0
487759978611372000,2,0
545258303849127000,0,0
542996349349036000,1,0
356204710862131000,0,1
536551016934944000,2,0
437589123311079000,0,0
430422870078918000,0,0
390659404082970000,0,0
507348724612218000,0,0
436583647949250000,0,0
497845690014244000,0,0
343810433397977000,0,0
294109982335586000,2,0
518249427166068000,0,0
325625709919875000,1,0
426382169695473000,0,0
416775368167940000,0,0
293751256084803000,0,0
437571532601040000,2,0
433746163540692000,0,0
318840726752460000,1,0
338764387932307000,0,0
413476233456799000,0,1
484044932571598000,0,0
540523735623929000,0,0
474438772554092000,0,0
500232127271927000,0,0
399177532299546000,1,0
346966714518478000,1,0
347036960797388000,0,0
527317554360881000,0,0
454678936874520000,0,0
348226758656532000,0,0
550028594752548000,0,0
531912125069803000,0,0
445940855325478000,0,1
330868120103292000,0,0
320129049190096000,1,0
458945676492427000,1,0
347066882597199000,0,0
315484033524043000,0,0
394197794464210000,1,0
354618735421685000,1,1
481771913606225000,1,0
467694033989804000,0,1
509376368740945000,1,0
387734338273415000,1,0
548074233582993000,3,0
509758230528921000,2,0
487642407924551000,1,1
539954967348383000,0,0
451526003001937000,1,0
433719941075066000,0,0
418488980103901000,0,0
370748917257732000,0,0
339557287872049000,0,0
464418299447885000,0,0
373642957506609000,0,0
472770282600800000,1,0
528179798477000000,1,0
509378184949669000,1,0
466301738862264000,1,0
509327572099166000,0,0
322402718377451000,0,0
506253797459771000,0,0
397501215862296000,0,0
464426541246455000,0,0
332553794170810000,0,0
549007994936365000,1,0
310887022216757000,0,1
531163286385876000,1,0
525685366050004000,0,0
341909801464385000,0,1
489741527204114000,1,0
534196678652624000,0,1
404839175553155000,0,0
364177910842023000,0,0
399028466722807000,0,0
373900857076883000,0,0
510857952014921000,0,0
346997534197166000,1,0
359173279862366000,0,0
519506791349383000,0,0
406923535135682000,0,0
350023741406855000,0,0
428363894328152000,0,0
382959207320129000,0,0
547188459601797000,0,0
346786397266522000,1,0
527565546938974000,0,0
368224126650941000,0,0
440576520608677000,2,0
526192621161820000,0,0
393000870058917000,0,0
360590740604190000,0,0
369276892492206000,0,1
447417627778891000,1,0
408268535090003000,0,0
355083468520177000,0,0
413497053713416000,0,0
402597806776401000,1,0
542355803400056000,1,0
445260081848786000,0,0
380403676621189000,0,0
541264034600075000,1,0
432156958745837000,1,1
325315360507166000,0,0
346288109635371000,0,0
431282643653910000,0,0
431973160184193000,0,0
516654807504142000,0,0
402584607222026000,1,0
444217726051966000,1,0
334362734386896000,0,0
509645261501898000,1,0
543818198152650000,2,0
416725657331445000,3,0
424621107245629000,0,0
486590258516353000,0,1
370755175322877000,4,1
425375490635862000,1,0
327193284818653000,0,0
290136466162606000,1,1
509243052805062000,2,0
334301363267829000,1,0
457310975851773000,1,0
529415201230032000,0,2
371004707042361000,2,0
533249608806187000,0,0
291384116430127000,0,0
347016920333176000,0,0
347042803337011000,0,0
472761474608140000,1,0
474264881206951000,0,0
487690139078885000,0,0
406842366838841000,1,0
402601690823548000,1,0
520029263119253000,1,2
402410895961116000,1,0
488489129068740000,0,0
537057004918157000,0,0
489420264552546000,0,0
418837703245832000,0,0
346833407042531000,1,0
335041716576997000,1,0
526140871826485000,0,0
328961699669487000,0,0
289926172291264000,0,0
519864335083266000,1,0
349947501618544000,2,0
347002219243122000,0,0
546135005525979000,0,0
502583596679696000,0,0
309746989271224000,0,1
353166600368701000,0,1
446305533004611000,0,0
398858564011175000,1,0
314467854613368000,0,0
432210385668952000,0,0
291630879892180000,1,0
429790075103088000,0,0
465698178528862000,0,0
409081986700279000,0,1
389397614925340000,0,0
336596755049242000,0,2
302841289861390000,1,1
462598936348590000,1,1
420396105256673000,1,1
368796040951894000,0,0
407246613879336000,0,0
399278770211024000,0,0
315465549574438000,1,0
386175827437576000,0,0
501705330569383000,0,0
373948252514549000,0,0
344196045124808000,0,0
317260434782711000,2,0
346638635854069000,1,0
371329295647379000,1,1
398589977228886000,1,0
511497914817204000,0,0
433133875091755000,1,0
528717168389537000,0,0
360532540748075000,1,1
359432143799193000,3,0
414885246736154000,0,0
525989360886243000,1,0
344622266434338000,0,0
295764672873910000,0,0
346995193934917000,1,0
467355574712406000,1,0
409866057503875000,0,0
364836148218036000,1,0
410847705012137000,1,0
412377497767264000,1,0
382886121362837000,2,0
471425689359380000,1,0
350046906455556000,1,0
343422888432517000,0,1
360150678586404000,1,0
473655528288444000,0,0
390938174455046000,0,0
412391028600348000,0,0
365733326369206000,0,0
365251547967393000,0,0
541784446894997000,0,0
485756019805388000,0,0
496001094032822000,0,0
390888199167688000,0,0
335200521579282000,0,0
480004454855753000,0,0
469242248312672000,0,0
505392920653213000,0,0
294275783218835000,1,0
408514719897513000,0,0
342856120391577000,1,0
497738722868473000,0,0
394425385707778000,0,0
412896307762978000,0,0
436631257632755000,1,0
461857416838410000,0,0
465902990910427000,0,0
415648584931885000,2,0
408998868391829000,0,0
419909918343196000,0,0
370818999962963000,0,0
458714863762952000,1,0
515211933105291000,0,0
550012769828077000,0,1
474972107609100000,3,1
372092872851337000,1,0
298235780579610000,1,0
510446004483948000,0,0
346961383474200000,0,0
334779316737028000,2,0
313339330842214000,0,0
449945253550637000,0,0
504966519315394000,1,0
412550076406718000,0,0
431339547796860000,0,0
546357232586473000,0,0
527137190925856000,1,0
356871923919106000,0,0
396387082685648000,1,1
373829822272647000,3,0
535856939360878000,0,0
431179463515054000,1,0
291204294282211000,0,0
540534292690907000,0,0
441974775678636000,1,0
333397608250896000,1,1
500009686603948000,0,0
511555817230073000,0,0
489214697606901000,0,0
522230912386609000,0,0
369990939395518000,0,1
459743760042450000,0,0
465308628325376000,0,1
386535044204212000,0,0
347027410031607000,1,0
522944107300519000,0,0
413049152348508000,0,0
527456314709245000,1,0
473821350050955000,1,0
427155502967971000,0,0
404598154391080000,0,0
350482979690254000,1,0
346811747430195000,0,0
431617394919104000,0,0
300242570460659000,1,0
423657373828644000,0,0
394110057908297000,0,0
526149692405866000,0,0
347095861249077000,0,0
388788488830586000,0,0
288636310606970000,0,1
380841150825136000,0,0
347074721751388000,1,0
421404315094249000,0,0
417774400746688000,0,0
354862474857676000,0,1
432149127796129000,0,0
510158190940405000,0,0
410218920260292000,0,0
465682517069004000,0,1
322220690071752000,0,0
358387808370569000,0,0
357202170992533000,0,0
529121054611230000,0,0
408384088304025000,0,0
408449951262208000,0,0
415158858009419000,0,0
458383044089372000,0,1
357591507219394000,1,0
489864638453260000,0,1
395017415899115000,0,0
329994102466830000,1,0
294372193075351000,0,0
380841335571640000,0,0
474408170988003000,0,0
324545156231614000,1,0
439201275536621000,1,0
449998240302530000,0,0
462998850429407000,0,0
462615218313375000,1,0
363421526768369000,0,0
327114658194534000,0,0
488471420469391000,0,0
330378414164934000,0,0
487221262029438000,0,0
494289427972120000,0,0
306058816007577000,1,1
426645873875898000,1,0
359855038736244000,0,0
465700343024599000,0,0
502889080603303000,2,0
422543026905690000,0,0
323142820116434000,2,0
366989285909463000,1,0
405143279618232000,0,0
467095679006167000,0,1
330411826108043000,2,0
475649609667055000,1,0
515247547170820000,1,0
289080386699526000,0,0
431623804075667000,0,0
423669763500285000,0,0
379353229739687000,1,1
526451464160694000,0,0
401196028549804000,0,0
423645109574320000,1,0
437601085448933000,0,0
347016928549810000,2,0
347037052874944000,1,0
437570760823943000,2,0
402593205528440000,1,0
294863711213068000,2,0
413870078610796000,0,0
518119244404654000,1,0
542420593136521000,0,0
320284305727299000,3,0
432238202393341000,0,1
394954937538338000,1,0
323599823209111000,0,0
438044159266787000,0,0
437691229581492000,0,0
445975898370478000,1,0
415504208910360000,2,0
289824733069967000,0,0
383046335412576000,0,0
428216858982891000,0,0
419141597075234000,1,0
338520665294508000,0,0
511635202511470000,0,1
372831536145391000,1,0
325117376796442000,1,0
334484474022739000,0,1
369952284588785000,1,1
347011727751270000,1,1
313149668689317000,0,0
454406592356573000,1,0
398312024956239000,0,0
386985504236793000,0,1
325040444868272000,1,0
471833753396846000,1,0
506139427354050000,1,0
467019191652864000,0,0
534665597494124000,0,0
445268684232089000,0,0
328268871935094000,0,0
449685399624249000,0,0
411642554870800000,0,0
449448652138754000,0,1
347001225004318000,0,0
492644744682434000,0,0
418559851460325000,0,0
371405229402902000,0,0
288122109920673000,0,0
527923459335417000,1,0
310110190953431000,0,2
466034440402386000,0,0
475031771898458000,0,0
435629745871388000,1,0
315239010907877000,1,0
307356831506898000,0,0
506909987994488000,2,0
394177275899305000,0,0
291768218220113000,0,0
474932459113435000,0,0
405767647758798000,1,0
359914405175115000,0,0
515883558737817000,1,0
516946445702676000,1,0
462597875110014000,0,0
337424844763316000,0,0
415469710575419000,0,0
529793087044726000,0,1
432545447949774000,1,0
312381418779070000,1,0
309712910333116000,1,0
376414134209753000,0,0
288008863649763000,1,0
318781469726240000,0,0
345880536641835000,0,0
369543574867570000,0,0
328239621165170000,0,0
404004148502212000,0,0
444780979224211000,0,0
352168267898576000,0,0
300678643980578000,1,0
487907576282361000,1,0
490148479654563000,0,0
291990252095160000,0,0
408605761548201000,2,0
509472502327025000,0,0
517180978587246000,2,0
338851818119499000,0,0
402514398897389000,0,0
419493176471461000,0,0
299894497666531000,0,0
412625124991311000,0,0
542716404777373000,0,0
533877064341155000,1,0
456781222552027000,0,0
455734202659799000,1,1
485567909704380000,1,0
290166573140938000,1,0
351379583708315000,0,1
427046153171914000,0,0
345963072176914000,2,0
512691844203819000,1,0
526167111488765000,0,0
521771296150282000,1,0
454255702144741000,1,0
287315390214856000,0,0
302872076170174000,0,0
458599235093798000,2,0
338315274623258000,1,0
532723848635244000,0,0
406081004298711000,1,0
399651308451291000,0,0
392132720467247000,0,0
482258666389659000,0,0
514444191074877000,1,0
445346044277039000,0,1
417067807533432000,0,0
315413040935878000,0,1
295645143724347000,0,0
507762635589574000,0,0
466706820862861000,0,1
347016043765567000,0,0
358409169902116000,0,0
535452830577213000,1,0
347075049276186000,1,0
326474246681399000,3,0
399013673517056000,0,1
479027165129101000,1,0
388993938478333000,1,0
347081722170597000,0,0
516186618097451000,0,0
443943342863171000,0,0
327060522400874000,1,0
307600352956538000,0,0
426781622428762000,0,0
414793764717096000,0,0
332636618815057000,3,0
514473622405410000,1,0
448973160587595000,0,0
346818923821408000,1,0
526148693951791000,0,0
531847066998546000,0,0
523269350615048000,0,0
430142300321484000,0,0
295235083403669000,0,0
464469473907339000,0,0
348539133641240000,0,1
329099675657453000,0,0
522181599899942000,0,0
415928005400080000,0,0
381072428828745000,0,0
340621189808545000,0,0
425630550465204000,0,0
368802865214529000,0,0
372483085809750000,0,0
347388992783790000,2,0
545977639643926000,0,0
336212204363866000,0,0
414055747937648000,0,0
368878647651749000,0,0
341169062086332000,0,0
461854786925514000,0,0
376140372227149000,2,0
370367277587103000,0,0
387387926822137000,0,0
347013426217877000,2,0
385913348052639000,0,0
451061785765105000,1,0
327803665094164000,0,0
331129005715628000,2,0
301511657790771000,0,0
347384840536072000,0,0
343112509613547000,1,0
407681206688305000,0,0
340164551519633000,0,0
287294922032287000,0,0
439291146926174000,0,1
541439352195538000,0,0
449686137909833000,0,0
538146274336186000,2,0
467316332875112000,0,0
480802953570553000,1,0
468528956421857000,1,1
333169354206220000,0,0
450748651812290000,0,0
464652094067064000,0,0
339705644540125000,0,2
384676741182402000,0,2
538978134608318000,1,0
340895132352118000,2,0
346988734488662000,1,0
329040623908831000,0,0
466343556257677000,1,0
480354553293197000,0,0
434312822642999000,3,0
428577346568728000,0,1
322528094734921000,0,0
466608023851786000,1,0
421360560295673000,0,2
328335855204827000,0,0
356180438328418000,0,0
418600150278238000,0,0
377089576654745000,0,0
362878536342069000,0,0
509362519249780000,0,0
435751623864750000,1,0
546872959785504000,0,0
510104952673271000,0,0
324478416688652000,0,0
419141626431152000,1,0
315096937412059000,1,2
428323301765570000,0,0
332589856502992000,0,0
331932613432463000,1,0
501592864720433000,0,0
360591189663158000,0,0
321344638407540000,0,0
346996225700151000,1,0
417838951161155000,0,0
526017634568245000,1,0
347090991813111000,2,0
498918475499196000,0,1
458627244718436000,1,0
531545194714640000,0,0
442729259732566000,0,0
542698994171142000,2,0
411249884159684000,1,0
326022600021123000,0,0
549243727517351000,1,0
346812758160969000,0,0
337580277444538000,2,0
359237670959988000,1,0
416287259915079000,0,0
531942013806313000,0,0
484556776008728000,0,0
431474058790989000,0,0
310190692133642000,0,0
366269597537677000,0,0
319215491900137000,0,2
374609950405705000,0,1
346820207362326000,1,0
365865199825203000,1,0
352555154744147000,0,0
367330551008858000,0,0
436622189622616000,0,0
462892164096487000,0,0
526729936652877000,0,0
488353707327639000,0,0
516659014055522000,1,0
373637706305110000,0,1
419474377671843000,0,0
296833008206499000,2,0
392732631697072000,0,0
501801883607265000,0,0
384850028898304000,1,0
452205706737774000,0,1
304406214039724000,0,0
343167354592714000,0,1
346995932069502000,1,0
434721372892585000,0,0
506218888057851000,0,0
376899973134426000,0,0
355162220965011000,1,0
437607393758048000,1,0
362207980357296000,0,0
409532702467969000,0,0
461014541959061000,1,0
418418100732985000,0,0
417203510028288000,0,0
540269187575603000,0,0
547556069627928000,1,0
372901874359205000,0,0
525841066948177000,1,0
317680410580639000,1,0
541085361376481000,0,0
326755034618531000,0,0
377595623769645000,0,0
374218118291132000,0,0
346376148139261000,0,0
291677176628129000,0,1
473105462217297000,0,0
423861728368427000,0,0
330009050966278000,0,0
414050836126265000,0,0
462084584243744000,1,0
300345062720671000,0,0
490127872980287000,0,0
347040395861032000,0,1
387039379887489000,1,1
540674273573359000,0,0
481465951540363000,0,0
434568045831655000,0,0
393415552619655000,0,0
419195669992050000,0,0
518754874218278000,1,0
371694472855179000,0,0
321232780317057000,1,0
455360737699852000,0,0
419141731259396000,1,0
344054273748897000,0,0
344203448222355000,0,0
311924630053076000,1,0
544956213302403000,2,0
536972489864118000,2,0
483796936076836000,1,0
351711806118567000,0,0
509444081521418000,0,0
305580011056934000,1,0
405045229352280000,0,0
524740292977909000,0,0
347031654843441000,0,0
506457611139813000,0,0
347903986298396000,1,0
463717636698681000,0,0
329716993345335000,1,0
491986834826989000,0,0
406600481369120000,0,1
521832717408034000,1,0
502896164648534000,2,0
472692952394117000,1,0
412400444657238000,0,0
333030787207294000,0,0
422541105776062000,1,0
471798521386254000,0,0
305841853322915000,0,0
525472962410209000,0,0
369563355192627000,1,1
455419311209725000,1,0
300708121570050000,0,0
454985276147126000,0,0
544909908035260000,0,0
364144775852986000,0,0
527318854746513000,0,0
486309919629406000,0,0
518528038229663000,0,0
347275331146752000,0,0
464866393822072000,0,0
288354046320975000,2,0
450621656403566000,1,0
421529443929038000,0,0
381962955178258000,0,0
444657297521147000,0,0
525836612630880000,0,0
411904682269736000,0,1
500024593214873000,1,2
476116351694544000,0,0
435892988732903000,0,1
536546704888446000,0,0
448586261381787000,1,0
360163068350709000,1,0
314795899454889000,0,0
471043135628263000,0,0
469810178029006000,0,0
324288087461085000,0,0
437590901943062000,0,0
461952832791670000,0,0
471599107014807000,1,0
347024222738063000,1,0
374630590521167000,0,0
395563531195908000,1,0
358032911523524000,0,0
492510472361766000,0,0
477682563624890000,0,0
330464439235137000,0,0
290487244400242000,0,0
306528670435127000,1,0
548103027710636000,2,0
367486683907772000,0,1
438135024903544000,2,0
465466216841097000,0,0
484356149945569000,0,0
358740171740545000,0,0
519600563705491000,1,0
